Id,ActivityHour,TotalIntensity,AverageIntensity
2347167796,3/17/2016 21:00,20,0.333333
2347167796,3/17/2016 22:00,17,0.283333
2347167796,3/17/2016 23:00,0,0
2347167796,3/18/2016 0:00,2,0.033333
2347167796,3/18/2016 1:00,0,0
2347167796,3/18/2016 2:00,0,0
2347167796,3/18/2016 3:00,2,0.033333
2347167796,3/18/2016 4:00,0,0
2347167796,3/18/2016 5:00,0,0
2347167796,3/18/2016 6:00,0,0
2347167796,3/18/2016 7:00,2,0.033333
2347167796,3/18/2016 8:00,11,0.183333
2347167796,3/18/2016 9:00,25,0.416667
2347167796,3/18/2016 10:00,5,0.083333
2347167796,3/18/2016 11:00,16,0.266667
2347167796,3/18/2016 12:00,20,0.333333
2347167796,3/18/2016 13:00,12,0.2
2347167796,3/18/2016 14:00,11,0.183333
2347167796,3/18/2016 15:00,7,0.116667
2347167796,3/18/2016 16:00,13,0.216667
2347167796,3/18/2016 17:00,14,0.233333
2347167796,3/18/2016 18:00,17,0.283333
2347167796,3/18/2016 19:00,8,0.133333
2347167796,3/18/2016 20:00,3,0.05
2347167796,3/18/2016 21:00,75,1.25
2347167796,3/18/2016 22:00,62,1.033333
2347167796,3/18/2016 23:00,2,0.033333
2347167796,3/19/2016 0:00,0,0
2347167796,3/19/2016 1:00,0,0
2347167796,3/19/2016 2:00,0,0
2347167796,3/19/2016 3:00,0,0
2347167796,3/19/2016 4:00,0,0
2347167796,3/19/2016 5:00,2,0.033333
2347167796,3/19/2016 6:00,1,0.016667
2347167796,3/19/2016 7:00,1,0.016667
2347167796,3/19/2016 8:00,14,0.233333
2347167796,3/19/2016 9:00,87,1.45
2347167796,3/19/2016 10:00,23,0.383333
2347167796,3/19/2016 11:00,19,0.316667
2347167796,3/19/2016 12:00,35,0.583333
2347167796,3/19/2016 13:00,6,0.1
2347167796,3/19/2016 14:00,0,0
2347167796,3/19/2016 15:00,9,0.15
2347167796,3/19/2016 16:00,22,0.366667
2347167796,3/19/2016 17:00,7,0.116667
2347167796,3/19/2016 18:00,9,0.15
2347167796,3/19/2016 19:00,24,0.4
2347167796,3/19/2016 20:00,20,0.333333
2347167796,3/19/2016 21:00,51,0.85
2347167796,3/19/2016 22:00,13,0.216667
2347167796,3/19/2016 23:00,0,0
2347167796,3/20/2016 0:00,0,0
2347167796,3/20/2016 1:00,3,0.05
2347167796,3/20/2016 2:00,1,0.016667
2347167796,3/20/2016 3:00,1,0.016667
2347167796,3/20/2016 4:00,0,0
2347167796,3/20/2016 5:00,0,0
2347167796,3/20/2016 6:00,1,0.016667
2347167796,3/20/2016 7:00,6,0.1
2347167796,3/20/2016 8:00,153,2.55
2347167796,3/20/2016 9:00,19,0.316667
2347167796,3/20/2016 10:00,14,0.233333
2347167796,3/20/2016 11:00,26,0.433333
2347167796,3/20/2016 12:00,6,0.1
2347167796,3/20/2016 13:00,28,0.466667
2347167796,3/20/2016 14:00,21,0.35
2347167796,3/20/2016 15:00,14,0.233333
2347167796,3/20/2016 16:00,26,0.433333
2347167796,3/20/2016 17:00,16,0.266667
2347167796,3/20/2016 18:00,20,0.333333
2347167796,3/20/2016 19:00,24,0.4
2347167796,3/20/2016 20:00,29,0.483333
2347167796,3/20/2016 21:00,27,0.45
2347167796,3/20/2016 22:00,0,0
2347167796,3/20/2016 23:00,0,0
2347167796,3/21/2016 0:00,0,0
2347167796,3/21/2016 1:00,4,0.066667
2347167796,3/21/2016 2:00,1,0.016667
2347167796,3/21/2016 3:00,0,0
2347167796,3/21/2016 4:00,0,0
2347167796,3/21/2016 5:00,0,0
2347167796,3/21/2016 6:00,8,0.133333
2347167796,3/21/2016 7:00,12,0.2
2347167796,3/21/2016 8:00,22,0.366667
2347167796,3/21/2016 9:00,5,0.083333
2347167796,3/21/2016 10:00,15,0.25
2347167796,3/21/2016 11:00,9,0.15
2347167796,3/21/2016 12:00,13,0.216667
2347167796,3/21/2016 13:00,47,0.783333
2347167796,3/21/2016 14:00,10,0.166667
2347167796,3/21/2016 15:00,13,0.216667
2347167796,3/21/2016 16:00,10,0.166667
2347167796,3/21/2016 17:00,12,0.2
2347167796,3/21/2016 18:00,48,0.8
2347167796,3/21/2016 19:00,31,0.516667
2347167796,3/21/2016 20:00,31,0.516667
2347167796,3/21/2016 21:00,30,0.5
2347167796,3/21/2016 22:00,40,0.666667
2347167796,3/21/2016 23:00,0,0
2347167796,3/22/2016 0:00,0,0
2347167796,3/22/2016 1:00,1,0.016667
2347167796,3/22/2016 2:00,2,0.033333
2347167796,3/22/2016 3:00,0,0
2347167796,3/22/2016 4:00,0,0
2347167796,3/22/2016 5:00,0,0
2347167796,3/22/2016 6:00,3,0.05
2347167796,3/22/2016 7:00,45,0.75
2347167796,3/22/2016 8:00,24,0.4
2347167796,3/22/2016 9:00,10,0.166667
2347167796,3/22/2016 10:00,12,0.2
2347167796,3/22/2016 11:00,7,0.116667
2347167796,3/22/2016 12:00,20,0.333333
2347167796,3/22/2016 13:00,18,0.3
2347167796,3/22/2016 14:00,17,0.283333
2347167796,3/22/2016 15:00,11,0.183333
2347167796,3/22/2016 16:00,4,0.066667
2347167796,3/22/2016 17:00,18,0.3
2347167796,3/22/2016 18:00,61,1.016667
2347167796,3/22/2016 19:00,8,0.133333
2347167796,3/22/2016 20:00,20,0.333333
2347167796,3/22/2016 21:00,62,1.033333
2347167796,3/22/2016 22:00,6,0.1
2347167796,3/22/2016 23:00,0,0
2347167796,3/23/2016 0:00,0,0
2347167796,3/23/2016 1:00,3,0.05
2347167796,3/23/2016 2:00,0,0
2347167796,3/23/2016 3:00,0,0
2347167796,3/23/2016 4:00,0,0
2347167796,3/23/2016 5:00,0,0
2347167796,3/23/2016 6:00,6,0.1
2347167796,3/23/2016 7:00,58,0.966667
2347167796,3/23/2016 8:00,26,0.433333
2347167796,3/23/2016 9:00,9,0.15
2347167796,3/23/2016 10:00,13,0.216667
2347167796,3/23/2016 11:00,6,0.1
2347167796,3/23/2016 12:00,13,0.216667
2347167796,3/23/2016 13:00,14,0.233333
2347167796,3/23/2016 14:00,7,0.116667
2347167796,3/23/2016 15:00,8,0.133333
2347167796,3/23/2016 16:00,11,0.183333
2347167796,3/23/2016 17:00,16,0.266667
2347167796,3/23/2016 18:00,74,1.233333
2347167796,3/23/2016 19:00,10,0.166667
2347167796,3/23/2016 20:00,13,0.216667
2347167796,3/23/2016 21:00,6,0.1
2347167796,3/23/2016 22:00,13,0.216667
2347167796,3/23/2016 23:00,2,0.033333
2347167796,3/24/2016 0:00,0,0
2347167796,3/24/2016 1:00,2,0.033333
2347167796,3/24/2016 2:00,1,0.016667
2347167796,3/24/2016 3:00,0,0
2347167796,3/24/2016 4:00,0,0
2347167796,3/24/2016 5:00,0,0
2347167796,3/24/2016 6:00,6,0.1
2347167796,3/24/2016 7:00,90,1.5
2347167796,3/24/2016 8:00,39,0.65
2347167796,3/24/2016 9:00,14,0.233333
2347167796,3/24/2016 10:00,4,0.066667
2347167796,3/24/2016 11:00,8,0.133333
2347167796,3/24/2016 12:00,15,0.25
2347167796,3/24/2016 13:00,14,0.233333
2347167796,3/24/2016 14:00,5,0.083333
2347167796,3/24/2016 15:00,7,0.116667
2347167796,3/24/2016 16:00,10,0.166667
2347167796,3/24/2016 17:00,13,0.216667
2347167796,3/24/2016 18:00,38,0.633333
2347167796,3/24/2016 19:00,74,1.233333
2347167796,3/24/2016 20:00,2,0.033333
2347167796,3/24/2016 21:00,11,0.183333
2347167796,3/24/2016 22:00,14,0.233333
2347167796,3/24/2016 23:00,0,0
2347167796,3/25/2016 0:00,1,0.016667
2347167796,3/25/2016 1:00,2,0.033333
2347167796,3/25/2016 2:00,0,0
2347167796,3/25/2016 3:00,1,0.016667
2347167796,3/25/2016 4:00,0,0
2347167796,3/25/2016 5:00,5,0.083333
2347167796,3/25/2016 6:00,7,0.116667
2347167796,3/25/2016 7:00,7,0.116667
2347167796,3/25/2016 8:00,26,0.433333
2347167796,3/25/2016 9:00,7,0.116667
2347167796,3/25/2016 10:00,11,0.183333
2347167796,3/25/2016 11:00,10,0.166667
2347167796,3/25/2016 12:00,16,0.266667
2347167796,3/25/2016 13:00,41,0.683333
2347167796,3/25/2016 14:00,17,0.283333
2347167796,3/25/2016 15:00,15,0.25
2347167796,3/25/2016 16:00,14,0.233333
2347167796,3/25/2016 17:00,8,0.133333
2347167796,3/25/2016 18:00,30,0.5
2347167796,3/25/2016 19:00,8,0.133333
2347167796,3/25/2016 20:00,14,0.233333
2347167796,3/25/2016 21:00,15,0.25
2347167796,3/25/2016 22:00,4,0.066667
2347167796,3/25/2016 23:00,0,0
2347167796,3/26/2016 0:00,0,0
2347167796,3/26/2016 1:00,0,0
2347167796,3/26/2016 2:00,0,0
2347167796,3/26/2016 3:00,0,0
2347167796,3/26/2016 4:00,0,0
2347167796,3/26/2016 5:00,0,0
2347167796,3/26/2016 6:00,0,0
2347167796,3/26/2016 7:00,12,0.2
2347167796,3/26/2016 8:00,75,1.25
2347167796,3/26/2016 9:00,56,0.933333
2347167796,3/26/2016 10:00,10,0.166667
2347167796,3/26/2016 11:00,19,0.316667
2347167796,3/26/2016 12:00,26,0.433333
2347167796,3/26/2016 13:00,33,0.55
2347167796,3/26/2016 14:00,41,0.683333
2347167796,3/26/2016 15:00,29,0.483333
2347167796,3/26/2016 16:00,16,0.266667
2347167796,3/26/2016 17:00,24,0.4
2347167796,3/26/2016 18:00,41,0.683333
2347167796,3/26/2016 19:00,35,0.583333
2347167796,3/26/2016 20:00,15,0.25
2347167796,3/26/2016 21:00,12,0.2
2347167796,3/26/2016 22:00,0,0
2347167796,3/26/2016 23:00,0,0
2347167796,3/27/2016 0:00,0,0
2347167796,3/27/2016 1:00,0,0
2347167796,3/27/2016 2:00,0,0
2347167796,3/27/2016 3:00,0,0
2347167796,3/27/2016 4:00,0,0
2347167796,3/27/2016 5:00,0,0
2347167796,3/27/2016 6:00,0,0
2347167796,3/27/2016 7:00,0,0
2347167796,3/27/2016 8:00,0,0
2347167796,3/27/2016 9:00,14,0.233333
2347167796,3/27/2016 10:00,26,0.433333
2347167796,3/27/2016 11:00,51,0.85
2347167796,3/27/2016 12:00,11,0.183333
2347167796,3/27/2016 13:00,29,0.483333
2347167796,3/27/2016 14:00,66,1.1
2347167796,3/27/2016 15:00,72,1.2
2347167796,3/27/2016 16:00,30,0.5
2347167796,3/27/2016 17:00,10,0.166667
2347167796,3/27/2016 18:00,9,0.15
2347167796,3/27/2016 19:00,19,0.316667
2347167796,3/27/2016 20:00,25,0.416667
2347167796,3/27/2016 21:00,8,0.133333
2347167796,3/27/2016 22:00,1,0.016667
2347167796,3/27/2016 23:00,1,0.016667
2347167796,3/28/2016 0:00,0,0
2347167796,3/28/2016 1:00,0,0
2347167796,3/28/2016 2:00,1,0.016667
2347167796,3/28/2016 3:00,0,0
2347167796,3/28/2016 4:00,0,0
2347167796,3/28/2016 5:00,0,0
2347167796,3/28/2016 6:00,2,0.033333
2347167796,3/28/2016 7:00,14,0.233333
2347167796,3/28/2016 8:00,25,0.416667
2347167796,3/28/2016 9:00,12,0.2
2347167796,3/28/2016 10:00,0,0
2347167796,3/28/2016 11:00,16,0.266667
2347167796,3/28/2016 12:00,10,0.166667
2347167796,3/28/2016 13:00,14,0.233333
2347167796,3/28/2016 14:00,14,0.233333
2347167796,3/28/2016 15:00,7,0.116667
2347167796,3/28/2016 16:00,10,0.166667
2347167796,3/28/2016 17:00,3,0.05
2347167796,3/28/2016 18:00,35,0.583333
2347167796,3/28/2016 19:00,39,0.65
2347167796,3/28/2016 20:00,14,0.233333
2347167796,3/28/2016 21:00,13,0.216667
2347167796,3/28/2016 22:00,0,0
2347167796,3/28/2016 23:00,0,0
2347167796,3/29/2016 0:00,2,0.033333
2347167796,3/29/2016 1:00,0,0
2347167796,3/29/2016 2:00,0,0
2347167796,3/29/2016 3:00,0,0
2347167796,3/29/2016 4:00,1,0.016667
2347167796,3/29/2016 5:00,0,0
2347167796,3/29/2016 6:00,15,0.25
2347167796,3/29/2016 7:00,73,1.216667
2347167796,3/29/2016 8:00,26,0.433333
2347167796,3/29/2016 9:00,7,0.116667
2347167796,3/29/2016 10:00,9,0.15
2347167796,3/29/2016 11:00,12,0.2
2347167796,3/29/2016 12:00,8,0.133333
2347167796,3/29/2016 13:00,61,1.016667
2347167796,3/29/2016 14:00,7,0.116667
2347167796,3/29/2016 15:00,16,0.266667
2347167796,3/29/2016 16:00,7,0.116667
2347167796,3/29/2016 17:00,12,0.2
2347167796,3/29/2016 18:00,32,0.533333
2347167796,3/29/2016 19:00,4,0.066667
2347167796,3/29/2016 20:00,4,0.066667
2347167796,3/29/2016 21:00,32,0.533333
2347167796,3/29/2016 22:00,2,0.033333
2347167796,3/29/2016 23:00,0,0
2347167796,3/30/2016 0:00,0,0
2347167796,3/30/2016 1:00,0,0
2347167796,3/30/2016 2:00,0,0
2347167796,3/30/2016 3:00,0,0
2347167796,3/30/2016 4:00,0,0
2347167796,3/30/2016 5:00,3,0.05
2347167796,3/30/2016 6:00,3,0.05
2347167796,3/30/2016 7:00,10,0.166667
2347167796,3/30/2016 8:00,52,0.866667
2347167796,3/30/2016 9:00,20,0.333333
2347167796,3/30/2016 10:00,13,0.216667
2347167796,3/30/2016 11:00,28,0.466667
2347167796,3/30/2016 12:00,17,0.283333
2347167796,3/30/2016 13:00,9,0.15
2347167796,3/30/2016 14:00,10,0.166667
2347167796,3/30/2016 15:00,17,0.283333
2347167796,3/30/2016 16:00,10,0.166667
2347167796,3/30/2016 17:00,14,0.233333
2347167796,3/30/2016 18:00,62,1.033333
2347167796,3/30/2016 19:00,27,0.45
2347167796,3/30/2016 20:00,11,0.183333
2347167796,3/30/2016 21:00,43,0.716667
2347167796,3/30/2016 22:00,39,0.65
2347167796,3/30/2016 23:00,0,0
2347167796,3/31/2016 0:00,1,0.016667
2347167796,3/31/2016 1:00,0,0
2347167796,3/31/2016 2:00,0,0
2347167796,3/31/2016 3:00,0,0
2347167796,3/31/2016 4:00,0,0
2347167796,3/31/2016 5:00,1,0.016667
2347167796,3/31/2016 6:00,0,0
2347167796,3/31/2016 7:00,19,0.316667
2347167796,3/31/2016 8:00,24,0.4
2347167796,3/31/2016 9:00,4,0.066667
2347167796,3/31/2016 10:00,28,0.466667
2347167796,3/31/2016 11:00,3,0.05
2347167796,3/31/2016 12:00,14,0.233333
2347167796,3/31/2016 13:00,17,0.283333
2347167796,3/31/2016 14:00,9,0.15
2347167796,3/31/2016 15:00,1,0.016667
2347167796,3/31/2016 16:00,8,0.133333
2347167796,3/31/2016 17:00,20,0.333333
2347167796,3/31/2016 18:00,38,0.633333
2347167796,3/31/2016 19:00,19,0.316667
2347167796,3/31/2016 20:00,25,0.416667
2347167796,3/31/2016 21:00,19,0.316667
2347167796,3/31/2016 22:00,0,0
2347167796,3/31/2016 23:00,0,0
2347167796,4/1/2016 0:00,2,0.033333
2347167796,4/1/2016 1:00,0,0
2347167796,4/1/2016 2:00,0,0
2347167796,4/1/2016 3:00,0,0
2347167796,4/1/2016 4:00,0,0
2347167796,4/1/2016 5:00,0,0
2347167796,4/1/2016 6:00,6,0.1
2347167796,4/1/2016 7:00,61,1.016667
2347167796,4/1/2016 8:00,32,0.533333
2347167796,4/1/2016 9:00,4,0.066667
2347167796,4/1/2016 10:00,16,0.266667
2347167796,4/1/2016 11:00,10,0.166667
2347167796,4/1/2016 12:00,15,0.25
2347167796,4/1/2016 13:00,35,0.583333
2347167796,4/1/2016 14:00,6,0.1
2347167796,4/1/2016 15:00,11,0.183333
2347167796,4/1/2016 16:00,17,0.283333
2347167796,4/1/2016 17:00,7,0.116667
2347167796,4/1/2016 18:00,25,0.416667
2347167796,4/1/2016 19:00,8,0.133333
2347167796,4/1/2016 20:00,9,0.15
2347167796,4/1/2016 21:00,0,0
2347167796,4/1/2016 22:00,2,0.033333
2347167796,4/1/2016 23:00,12,0.2
2347167796,4/2/2016 0:00,3,0.05
2347167796,4/2/2016 1:00,0,0
2347167796,4/2/2016 2:00,0,0
2347167796,4/2/2016 3:00,0,0
2347167796,4/2/2016 4:00,2,0.033333
2347167796,4/2/2016 5:00,0,0
2347167796,4/2/2016 6:00,0,0
2347167796,4/2/2016 7:00,1,0.016667
2347167796,4/2/2016 8:00,15,0.25
2347167796,4/2/2016 9:00,32,0.533333
2347167796,4/2/2016 10:00,149,2.483333
2347167796,4/2/2016 11:00,29,0.483333
2347167796,4/2/2016 12:00,41,0.683333
2347167796,4/2/2016 13:00,15,0.25
2347167796,4/2/2016 14:00,25,0.416667
2347167796,4/2/2016 15:00,30,0.5
2347167796,4/2/2016 16:00,33,0.55
2347167796,4/2/2016 17:00,40,0.666667
2347167796,4/2/2016 18:00,42,0.7
2347167796,4/2/2016 19:00,11,0.183333
2347167796,4/2/2016 20:00,18,0.3
2347167796,4/2/2016 21:00,23,0.383333
2347167796,4/2/2016 22:00,2,0.033333
2347167796,4/2/2016 23:00,1,0.016667
2347167796,4/3/2016 0:00,5,0.083333
2347167796,4/3/2016 1:00,0,0
2347167796,4/3/2016 2:00,0,0
2347167796,4/3/2016 3:00,0,0
2347167796,4/3/2016 4:00,0,0
2347167796,4/3/2016 5:00,0,0
2347167796,4/3/2016 6:00,0,0
2347167796,4/3/2016 7:00,1,0.016667
2347167796,4/3/2016 8:00,2,0.033333
2347167796,4/3/2016 9:00,26,0.433333
2347167796,4/3/2016 10:00,21,0.35
2347167796,4/3/2016 11:00,33,0.55
2347167796,4/3/2016 12:00,5,0.083333
2347167796,4/3/2016 13:00,29,0.483333
2347167796,4/3/2016 14:00,20,0.333333
2347167796,4/3/2016 15:00,22,0.366667
2347167796,4/3/2016 16:00,35,0.583333
2347167796,4/3/2016 17:00,6,0.1
2347167796,4/3/2016 18:00,36,0.6
2347167796,4/3/2016 19:00,41,0.683333
2347167796,4/3/2016 20:00,27,0.45
2347167796,4/3/2016 21:00,13,0.216667
2347167796,4/3/2016 22:00,0,0
2347167796,4/3/2016 23:00,2,0.033333
2347167796,4/4/2016 0:00,0,0
2347167796,4/4/2016 1:00,0,0
2347167796,4/4/2016 2:00,0,0
2347167796,4/4/2016 3:00,0,0
2347167796,4/4/2016 4:00,0,0
2347167796,4/4/2016 5:00,3,0.05
2347167796,4/4/2016 6:00,8,0.133333
2347167796,4/4/2016 7:00,9,0.15
2347167796,4/4/2016 8:00,25,0.416667
2347167796,4/4/2016 9:00,2,0.033333
2347167796,4/4/2016 10:00,8,0.133333
2347167796,4/4/2016 11:00,4,0.066667
2347167796,4/4/2016 12:00,17,0.283333
2347167796,4/4/2016 13:00,44,0.733333
2347167796,4/4/2016 14:00,7,0.116667
2347167796,4/4/2016 15:00,2,0.033333
2347167796,4/4/2016 16:00,16,0.266667
2347167796,4/4/2016 17:00,25,0.416667
2347167796,4/4/2016 18:00,19,0.316667
2347167796,4/4/2016 19:00,23,0.383333
2347167796,4/4/2016 20:00,81,1.35
2347167796,4/4/2016 21:00,50,0.833333
2347167796,4/4/2016 22:00,0,0
2347167796,4/4/2016 23:00,1,0.016667
2347167796,4/5/2016 0:00,2,0.033333
2347167796,4/5/2016 1:00,1,0.016667
2347167796,4/5/2016 2:00,0,0
2347167796,4/5/2016 3:00,0,0
2347167796,4/5/2016 4:00,0,0
2347167796,4/5/2016 5:00,0,0
2347167796,4/5/2016 6:00,1,0.016667
2347167796,4/5/2016 7:00,26,0.433333
2347167796,4/5/2016 8:00,36,0.6
2347167796,4/5/2016 9:00,10,0.166667
2347167796,4/5/2016 10:00,10,0.166667
2347167796,4/5/2016 11:00,16,0.266667
2347167796,4/5/2016 12:00,19,0.316667
2347167796,4/5/2016 13:00,12,0.2
2347167796,4/5/2016 14:00,20,0.333333
2347167796,4/5/2016 15:00,8,0.133333
2347167796,4/5/2016 16:00,8,0.133333
2347167796,4/5/2016 17:00,15,0.25
2347167796,4/5/2016 18:00,27,0.45
2347167796,4/5/2016 19:00,24,0.4
2347167796,4/5/2016 20:00,46,0.766667
2347167796,4/5/2016 21:00,53,0.883333
2347167796,4/5/2016 22:00,6,0.1
2347167796,4/5/2016 23:00,1,0.016667
2347167796,4/6/2016 0:00,0,0
2347167796,4/6/2016 1:00,0,0
2347167796,4/6/2016 2:00,1,0.016667
2347167796,4/6/2016 3:00,0,0
2347167796,4/6/2016 4:00,0,0
2347167796,4/6/2016 5:00,0,0
2347167796,4/6/2016 6:00,1,0.016667
2347167796,4/6/2016 7:00,79,1.316667
2347167796,4/6/2016 8:00,27,0.45
2347167796,4/6/2016 9:00,8,0.133333
2347167796,4/6/2016 10:00,6,0.1
2347167796,4/6/2016 11:00,6,0.1
2347167796,4/6/2016 12:00,8,0.133333
2347167796,4/6/2016 13:00,17,0.283333
2347167796,4/6/2016 14:00,5,0.083333
2347167796,4/6/2016 15:00,7,0.116667
2347167796,4/6/2016 16:00,8,0.133333
2347167796,4/6/2016 17:00,9,0.15
2347167796,4/6/2016 18:00,53,0.883333
2347167796,4/6/2016 19:00,71,1.183333
2347167796,4/6/2016 20:00,6,0.1
2347167796,4/6/2016 21:00,12,0.2
2347167796,4/6/2016 22:00,6,0.1
2347167796,4/6/2016 23:00,0,0
2347167796,4/7/2016 0:00,0,0
2347167796,4/7/2016 1:00,0,0
2347167796,4/7/2016 2:00,0,0
2347167796,4/7/2016 3:00,0,0
2347167796,4/7/2016 4:00,0,0
2347167796,4/7/2016 5:00,0,0
2347167796,4/7/2016 6:00,0,0
2347167796,4/7/2016 7:00,21,0.35
2347167796,4/7/2016 8:00,23,0.383333
2347167796,4/7/2016 9:00,11,0.183333
2347167796,4/7/2016 10:00,12,0.2
2347167796,4/7/2016 11:00,13,0.216667
2347167796,4/7/2016 12:00,35,0.583333
2347167796,4/7/2016 13:00,49,0.816667
2347167796,4/7/2016 14:00,28,0.466667
2347167796,4/7/2016 15:00,19,0.316667
2347167796,4/7/2016 16:00,27,0.45
2347167796,4/7/2016 17:00,18,0.3
2347167796,4/7/2016 18:00,33,0.55
2347167796,4/7/2016 19:00,80,1.333333
2347167796,4/7/2016 20:00,18,0.3
2347167796,4/7/2016 21:00,11,0.183333
2347167796,4/7/2016 22:00,26,0.433333
2347167796,4/7/2016 23:00,0,0
2347167796,4/8/2016 0:00,0,0
2347167796,4/8/2016 1:00,0,0
2347167796,4/8/2016 2:00,0,0
2347167796,4/8/2016 3:00,0,0
2347167796,4/8/2016 4:00,0,0
2347167796,4/8/2016 5:00,0,0
2347167796,4/8/2016 6:00,1,0.016667
2347167796,4/8/2016 7:00,23,0.383333
2347167796,4/8/2016 8:00,23,0.383333
2347167796,4/8/2016 9:00,14,0.233333
2347167796,4/8/2016 10:00,12,0.2
2347167796,4/8/2016 11:00,13,0.216667
2347167796,4/8/2016 12:00,18,0.3
2347167796,4/8/2016 13:00,30,0.5
2347167796,4/8/2016 14:00,4,0.066667
2347167796,4/8/2016 15:00,21,0.35
2347167796,4/8/2016 16:00,17,0.283333
2347167796,4/8/2016 17:00,6,0.1
2347167796,4/8/2016 18:00,36,0.6
2347167796,4/8/2016 19:00,35,0.583333
2347167796,4/8/2016 20:00,26,0.433333
2347167796,4/8/2016 21:00,40,0.666667
2347167796,4/8/2016 22:00,12,0.2
2347167796,4/8/2016 23:00,3,0.05
2347167796,4/9/2016 0:00,0,0
2347167796,4/9/2016 1:00,0,0
2347167796,4/9/2016 2:00,0,0
2347167796,4/9/2016 3:00,0,0
2347167796,4/9/2016 4:00,0,0
2347167796,4/9/2016 5:00,0,0
2347167796,4/9/2016 6:00,0,0
2347167796,4/9/2016 7:00,7,0.116667
2347167796,4/9/2016 8:00,26,0.433333
2347167796,4/9/2016 9:00,22,0.366667
2347167796,4/9/2016 10:00,48,0.8
2347167796,4/9/2016 11:00,66,1.1
2347167796,4/9/2016 12:00,34,0.566667
2347167796,4/9/2016 13:00,6,0.1
2347167796,4/9/2016 14:00,25,0.416667
2347167796,4/9/2016 15:00,35,0.583333
2347167796,4/9/2016 16:00,30,0.5
2347167796,4/9/2016 17:00,79,1.316667
2347167796,4/9/2016 18:00,42,0.7
2347167796,4/9/2016 19:00,31,0.516667
2347167796,4/9/2016 20:00,6,0.1
2347167796,4/9/2016 21:00,24,0.4
2347167796,4/9/2016 22:00,16,0.266667
2347167796,4/9/2016 23:00,16,0.266667
2347167796,4/10/2016 0:00,0,0
2347167796,4/10/2016 1:00,1,0.016667
2347167796,4/10/2016 2:00,1,0.016667
2347167796,4/10/2016 3:00,0,0
2347167796,4/10/2016 4:00,2,0.033333
2347167796,4/10/2016 5:00,0,0
2347167796,4/10/2016 6:00,0,0
2347167796,4/10/2016 7:00,1,0.016667
2347167796,4/10/2016 8:00,0,0
2347167796,4/10/2016 9:00,8,0.133333
2347167796,4/10/2016 10:00,37,0.616667
2347167796,4/10/2016 11:00,30,0.5
2347167796,4/10/2016 12:00,11,0.183333
2347167796,4/10/2016 13:00,32,0.533333
2347167796,4/10/2016 14:00,37,0.616667
2347167796,4/10/2016 15:00,16,0.266667
2347167796,4/10/2016 16:00,9,0.15
2347167796,4/10/2016 17:00,14,0.233333
2347167796,4/10/2016 18:00,26,0.433333
2347167796,4/10/2016 19:00,49,0.816667
2347167796,4/10/2016 20:00,49,0.816667
2347167796,4/10/2016 21:00,20,0.333333
2347167796,4/10/2016 22:00,2,0.033333
2347167796,4/10/2016 23:00,0,0
2347167796,4/11/2016 0:00,0,0
2347167796,4/11/2016 1:00,5,0.083333
2347167796,4/11/2016 2:00,2,0.033333
2347167796,4/11/2016 3:00,0,0
2347167796,4/11/2016 4:00,0,0
2347167796,4/11/2016 5:00,0,0
2347167796,4/11/2016 6:00,11,0.183333
2347167796,4/11/2016 7:00,93,1.55
2347167796,4/11/2016 8:00,20,0.333333
2347167796,4/11/2016 9:00,10,0.166667
2347167796,4/11/2016 10:00,8,0.133333
2347167796,4/11/2016 11:00,11,0.183333
2347167796,4/11/2016 12:00,14,0.233333
2347167796,4/11/2016 13:00,4,0.066667
2347167796,4/11/2016 14:00,2,0.033333
2347167796,4/11/2016 15:00,10,0.166667
2347167796,4/11/2016 16:00,9,0.15
2347167796,4/11/2016 17:00,10,0.166667
2347167796,4/11/2016 18:00,66,1.1
2347167796,4/11/2016 19:00,14,0.233333
2347167796,4/11/2016 20:00,19,0.316667
2347167796,4/11/2016 21:00,7,0.116667
2347167796,4/11/2016 22:00,0,0
2347167796,4/11/2016 23:00,0,0
2347167796,4/12/2016 0:00,0,0
2347167796,4/12/2016 1:00,0,0
2347167796,4/12/2016 2:00,0,0
2347167796,4/12/2016 3:00,0,0
2347167796,4/12/2016 4:00,0,0
2347167796,4/12/2016 5:00,0,0
2347167796,4/12/2016 6:00,0,0
2873212765,3/12/2016 0:00,0,0
2873212765,3/12/2016 1:00,0,0
2873212765,3/12/2016 2:00,0,0
2873212765,3/12/2016 3:00,0,0
2873212765,3/12/2016 4:00,0,0
2873212765,3/12/2016 5:00,0,0
2873212765,3/12/2016 6:00,0,0
2873212765,3/12/2016 7:00,90,1.5
2873212765,3/12/2016 8:00,71,1.183333
2873212765,3/12/2016 9:00,21,0.35
2873212765,3/12/2016 10:00,41,0.683333
2873212765,3/12/2016 11:00,20,0.333333
2873212765,3/12/2016 12:00,41,0.683333
2873212765,3/12/2016 13:00,32,0.533333
2873212765,3/12/2016 14:00,3,0.05
2873212765,3/12/2016 15:00,4,0.066667
2873212765,3/12/2016 16:00,39,0.65
2873212765,3/12/2016 17:00,6,0.1
2873212765,3/12/2016 18:00,13,0.216667
2873212765,3/12/2016 19:00,9,0.15
2873212765,3/12/2016 20:00,0,0
2873212765,3/12/2016 21:00,0,0
2873212765,3/12/2016 22:00,0,0
2873212765,3/12/2016 23:00,0,0
2873212765,3/13/2016 0:00,0,0
